review,sentiment
"i buy olive oil all the time and living in Texas you do not see a item like this size in our stores.I do a lot of cooking with olive oil and use it on salads,and this brand is  right up there with the $40.00 dollar products.And it came in the mail in mint condition,which was a surprise",Positive
"Look no further.  Buy this product.  If you have a dog and you have ever been on the other side of trying to give it a pill, only to find it later caked to the floor, or worse, having left you covered in slobber, you will be doing yourself (and your dog) a favor.  These are very malleable, fit almost any size pill, and serve double duty as a treat.  What a concept!",Positive
"I've struggled with sleep and muscle tension for years and was introduced to this power powder by a great friend (thanks hil!) who said it worked for her.  From day one, it's worked incredibly well.  I don't feel drugged or sedated, just relaxed.  I agree that it's pretty sweet and strong as far as flavor, but hey, I can deal!  Careful: it does fizz up quite a bit and can easily overflow a glass if left unchecked.  I'm really thankful to have this product as a natural alternative to the myriad of pharmacological sleep aids.  No dependence, no withdrawal, just great, relaxed, restful sleep.  Mazel tov, Natural Calm!!",Positive
"Honest I am not Patrick. I am Patrick's wife :)<br />On with the review.....<br /><br />The yellow is probably the best tasting to me. My kids like it too followed by the pink and then the purple varieties. Each can contains 2 servings. The product uses melatonin and Valerian as it's ""relaxation"" ingredients. Other ingredients include sugar, b vitamins, rose hips, acai berry and natural flavors.<br /><br />I split a can between my 4 kids when we are transitioning from a ""break"" schedule back to a ""school"" schedule. We are all night owls and early mornings can be rough for us. So when I need to get them back into a schedule we rely on this stuff. Within a half hour or so they are in their beds asleep. I of course tried it for myself and it really does calm the body down making it easier to fall asleep. I highly recommend this product if you can find it. I can't say much about the price since it varies from each vendor. I find mine locally at the gas station here. You may go to  their site and see if it has places you can purchase in your town/city.",Positive
"My dog loved these bones, but they made her sick.  To be fair, she has a very sensitive stomach.  They'd probably be fine for other dogs.",Negative
"If you are looking for a li hing mui that doesn't have the nasty nutrasweet taste to it, this is the li hing mui for you. Great quality and it is sour and salty, but not salty seed.",Positive
"This is an instant ginger drink in granular form. It is delicious hot or cold, and the the little sachets make it convenient to carry anywhere. I think it would be good sprinkled on hot buttered toast,or as a last minute garnish on a frosted cake. Its a wonderful comfort for someone with a cold or flu, or an upset tummy. A real find!!!!!!!!",Positive
"My mallomars were a little pricey but they sure were yummy, I still have one box that I am saving in the freezer.",Positive
"I'm not a huge almond fan but I can like them.  I am a huge dark chocolate fan so when I saw this product I thought ""Great"".  One serving is approximately 25-27 almonds I measured and contains little ""bad fat"" and lots of protein and fiber for the amount.  The cocoa appears to be baked on and not merely sprinkled or the nuts rolled in it because it clings really well to the product.  The almonds are nice and big, well roasted, and taste just like you'd expect from an almond.  There in lay my greatest complaint: the cocoa wasn't very noticeable.  Was it dark cocoa?  Maybe but because the taste was subtle it was a bit difficult for me to tell.  In a world where we need to be eating healthier I know that we might have to change how we eat chocolate but unless almonds are one of your favorite nuts, try one of the many other brands of cocoa-covered or yogurt-covered varieties all in easy to open and reseal containers.  So far, the cocoa-dusted walnuts are my favorite.",Positive
"It made me fall in love with Tuna again. I tried this smoked tuna while eating at my grandmother's house and it's wonderful. I had to buy a box for myself and one to send to my mother since I haven't seen it available at all stores. I recommend taking a little bit of olive oil and vinegar to mix with the tuna. It's great with cucumbers, a slice of cheese, a piece of green onion and a few dashes of salt and pepper. That's a very healthy snack and it makes me happy while I am up studying all night.",Positive
I bought the tea for my mother who has asthma.  She said it tastes great and does wonders for her asthmas.,Positive
"I've seen advertisements for 5 Hour Energy products for months now, and I finally gave in yesterday.  I purchased two 2-packs of it at my local grocery store, intent on trying one out in the morning in order to wake myself up early.  First of all, these are grossly overpriced.  At the store, a 2-pack sells for $6.  You can buy a huge coffee drink for the price of one of these little 2-ounce bottles (I don't drink coffee, but I'm just giving that as an example).  Even with the ""discounts"" that are offered through Amazon or the various third-party sellers, they're still overpriced.<br /><br />Now, I'll detail what happened this morning when I tried a 5 Hour Energy for the first time:<br /><br />By the time I'd gotten up the nerve to open the bottle and drink the contents, I was basically awake.  So it did, in fact, manage to wake me up, but not in the way I was expecting.  The first thing I noticed as the liquid touched my tongue was the taste.  The awful taste.  It was like a super-saturated sugar solution, only the sweet taste had been replaced with a terrible bitter sensation that has stuck with me almost two hours after consuming the drink.  So if you enjoy having a terrible taste stuck in your mouth, even after flushing your mouth out with water and even brushing your teeth, this may be the product for you.  Otherwise, steer clear.<br /><br />The second thing I noticed was that, contrary to its advertisement, it DID NOT give me an energy boost whatsoever.  I still had to drag myself out of bed like I do every day.  Even now, nearly two hours after consuming this awful liquid, I am not filled with energy.  I did, however, feel an elevated heart rate shortly after consumption, and I do feel a little jittery right now.  I'm also finding myself a little more irritable than I usually am in the mornings, and it's difficult to concentrate on even writing this review.  I think it may have even given me a stomachache.<br /><br />So, for those of you who want a bullet point summary, here you go:<br /><br />Cons<br />----<br />Awful taste that doesn't go away<br />Grossly overpriced even with the discounts that online retailers have<br />Doesn't actually give you energy<br />Possible elevated heart rate upon consumption<br />Jitters<br />Inability to concentrate<br />Might make you irritable<br />May cause stomachaches<br /><br />Pros<br />----<br />If you're tired of carrying all that money around, this could be a great way to make your wallet or purse a little lighter.<br /><br />Simply put (if you don't feel like reading the Wall of Text up above), DO NOT buy this product.  It is, by far, one of, if not THE, worst products I've ever purchased in my life.  And I've bought a lot of junk.  Don't buy into the false advertising.  Stay away.  This stuff should be banned.",Negative
"so my family was looking for something similar to peanut butter but w/o the peanuts.  we were also looking for something that did not use roasted nuts b/c roasting is not as healthy compared to raw nuts.  after looking on amazon i came across this brand.  i wanted to find out more about how it was prepared so i wrote to their customer service on their website. after you submit you question a friendly message pops up basically saying ""we'll reply within 24-48 hours"" etc.<br /><br />days passed.  no reply.  so i try another time.  more days pass. again no reply.<br /><br />since we wanted to order some soon i go ahead and buy some based on the picture they posted on amazon.  i trusted that their picture listed an accurate portrayal of their item they were selling.  the picture did not show anything about roasted nuts.  well we get the item in and open it up.  what do i see?  their packaging changed.  on the front of the label lists roasted and blanched nuts.<br /><br />as far as taste? nothing exceptional. tastes just like all the other stuff we've bought before.  needless to say we wont be buying this product again.<br /><br />ps. we bought this item on july 3rd and have yet to get a reply from this company.  i would have to say that their ""customer support"" is truly pathetic.",Negative
"I purchased these chews at the request of my mom, who had read about them.We were both sorely disappointed, in that they start out OK, but as you near the end of eating one, you are left with a waxy film on your mouth, tongue and lips, which needs to be scrubbed off with a toothbrush!  It is disgusting!  And I wrote repeatedly to the company, asking for a refund, and telling them of the problem, and have never heard back.<br />A terrible way to do business, but a good idea.  The other company's calcium chews do NOT have this problem!",Negative
"Had some of these this morning, they are a little dry but like the fact that they are all natural, not artificial and they taste that way. texture could use improvement, could be a little more crunchy but overall thumbs up.",Positive
This cookie is too hard to bite into and the center is like eating crispy sugar.  I did not care for these at all and now I have a whole case of them.  Guess they will end up as a pie crust or something.,Negative
"This stuff is looks better then what I had for dinner last night! My kitty, Mr Poofy, absolutely loves the stuff!  There are actual pieces of seafood in this!  Calamari and shrimp - not just the on the label but in the can!  I keep trying this brand and I keep coming up with more flavors for the Picky Poof that he loves!  <a href=""http://www.amazon.com/gp/product/B001TLY76C"">Weruva Marbella Paella, 3.0-Ounce Cans (Pack of 24)</a>",Positive
Many times decaf ground coffee is not tasty.  This one is very good.  Even my daughter who usually drinks regular coffee enjoys this.,Positive
"This Coffee is Amazing!!!!!, in the title it says ""Regular"", because is not the best of all, but is the First in the regular Type of Coffee.<br /><br />I am from Colombia, so i have tried great coffees, In Vietnam without a doubt is one of the best coffees in the world (If you have been there, you know what I'm talking about; I was there in april of 2010 and buy the BEST OF THE BEST (Weaser Coffee # 1 for 40USD (6 oz)) and this regular type for 6 USD (16oz); i run out of the second one an i was really worried that i cannot access to this incredible product... then I found it in Amazon and I ordered 4 of this.<br /><br />Ahhhh ordered with the Vietnam Coffee Maker and do it as the Vietnamise does... (Dont forget the condense milk)",Positive
"I found this sauce to be underwhelming in flavor, all sweetness with a less than lovely aftertaste.  I tried smaller and smaller amounts in my espresso and could never get a comparable result to using the ghiradelli chips.  Also, the companion pump didn't keep it's prime and had to be pumped several times to be reprimed every day and so the amount released was inconsistent which made it difficult to ""measure"" easily.  (1 pump, 1/2 pump, etc)<br />One ounce in an espresso was VERY strong and not pleasant, and a half ounce is just sweet without a white mocha flavor.",Negative
These were packaged so poorly that I am actually afriad to drink any of them because they looked tampered with!!!!!!!!!!!!!!!!!!!,Negative
"I was so excited to try this after the reviews. Sadly, I wasn't too happy with this cocoa. I had purchased it to make a hot cocoa powder to gift to people for the holidays, however, this just tasted HORRIBLE as a hot chocolate. It was only ok in a chocolate cookie when I did a half and half mix with another (good) cocoa.",Negative
These chocolate covered almonds are amazing! Superior uses high quality chocolate and it makes all the difference. Utterly scrumptious.,Positive
"I was really hoping to get a really great nutritious & delicious snack for my family when I ordered this product.  I was really disappointed.<br /><br />The packaging is really good looking and I had high hopes, so when I opened the package to my chips, I expected something great.  I ordered the Chili Lime flavor and, since, I have had higher-fat chili lime chips in the past, I'd knew that I would love them.<br />First, they don't really look like what they appear to be on the packaging (no big deal though).<br />I took a bite out of the first chip and it had a really funny texture and strange flavor.  So, I looked on the back where it showed the ingredients and I was pretty surprised--it had a LOT of chemicals in the product.  Also, AND THIS REALLY FREAKED ME OUT, the main ingredient is not a sliced potato, but, ""potato ingredients (potato flakes, potato starch)"".  In other words, it's made of instant mashed potatoes!<br /><br />I thought the taste was funny and the ingredients curious.  However, there are no transfats or saturated fats in the chips (that's why I gave it 2-stars).<br /><br />All in all, I would rather pack my kids lunches with a bag of Lay's or Kettle chips than give them these chips.<br /><br />All The Best.",Negative
I have ordered Annie Chun items before to take to work for lunch and they were all pretty good.  This item however was VERY salty and the sauce had an odd taste.  I ended up throwing the other five packages away because no one in the house would eat them.,Negative
The product was perfect for the price. I bought this for an elder couple and got a good feedback from the recipient that the product has good quality. The delivery was speedy (within 3 days).,Positive
"Even though the picture shows ""Gevalia"" brand coffee discs, and even though that's what the product is called, it's actually Maxwell House Brand. The seller at least emailed me to let me know that (after of course the product was already on its way).<br /><br />The product itself isn't that great. The milk discs don't always work correctly and it doesn't taste nearly as good as most of the other Tassimo drinks.",Negative
"Key Lime is outstanding of all the variety of citrous juices. In addition to the traditional mixed drink and Key Lime pie usage -- I find it great for hot or ice tea as well as to greatly enhance favorite sodas such as ginger ales. It is also good that it is so strong -- so it takes only a bit for most usage. This set of three bottles is convenient to have a good amount ready with the rest kept fresh in sealed bottles. This ""Manhattan Key Lime Juice"" is indeed an excellent variant of rich tart Key Lime -- with the most special piquant quality of Key Lime +++",Positive
Absolutely very tasty chips. The best I have ever had. Very flavorful. Just like the UK Salt and Vinegar crisps I had over there.,Positive
"I have never in my life seen as much ""Tartufo"" as I have in this pecorino. One of the best pecorino I have ever had, just for FYI i spend over 20 years in the province of Siena and went to the ""Tartufo"" festival in San Miniato every year. Great quality and a great buy, a must have!!",Positive
This is seriously the best mustard I've ever had. I originally purchased this mustard from the V. Satttui winery and I had to find more. You won't regret this purchase!,Positive
"My girlfriend bought me these, she has a sweet tooth and loves kid's candy.<br /><br />I told her never buy me these again if she loves me. Enough chemicals in it for a nuclear explosion.<br /><br />It's also fish tank gravel texture.<br /><br />I would not recommend this candy to my worst enemy.",Negative
"In my opinion these are a poor substitute for a ""real"" pretzel. They have a potato-y taste and an odd texture. They're crunchy when you first bite into them. Then they quickly dissolve; not very quickly, just more quickly than ""real"" pretzels.<br /><br />So far Snyder's gluten free pretzels are the closest thing to ""real"" pretzels I have tried yet. I just wish they were made in twists.",Negative
"I understand the value of Xylitol for dental care, but please, do NOT keep this product around if you have dogs. I have a $1500 vet bill from saving my dog, who pilfered and ingested a full pack of Trident gum with Xylitol. Use Trident White instead - it's Xylitol-free.",Negative
"I have never been able to tolerate the taste or effects of any energy drink.  I've always gotten jittery after finishing it, or given up after a couple sips because of the gross chemical taste.  I saw this in a gas station on a long road trip where I found my eyes drooping and decided to give it a shot.  I was amazed at the quick results, how suddenly peppy I felt, but without feeling weird.  I've found occasion to use purchase 5 hour energy 2 times since then (in about a month), and again had great results.  I decided to purchase with Amazon since it's so much cheaper, to have these on hand when I need them.  I work full time and go to school at night, and I have PCOS, so there are occasions when my energy gets really sluggish.  I'm thrilled to have these to rely on when it's absolutely necessary.  I definitely don't intend to get in the habit of using them, as I know anything like this isn't really healthy, but they're a lifesaver when really needed.  Oh, and they, like all energy drinks, taste pretty horrible (I've tried berry and orange), however, at only 2 ounces, I can tolerate drinking them and then washing it down with water or something else - thankfully the taste doesn't linger!",Positive
"I've been buying this by the case on subscribe & save, and have found this to be really useful.  I can simply make it up per the directions, and it makes a quick tasty lunch that gives me energy for hours.  love the sliced nuts in it - gives it some crunch).  I keep a case of it at work for lunch breaks.  When I'm home, I experiment with it by cooking up a cup, and then mixing it with noodles, soups, chili, eggs, whatever I'm trying to use up that is in the refrigerator.  I really like mixing a cooked up cup of this with a packet of the pre-cooked organic quinoa that I also buy through Amazon's subscribe & save, that's an excellent vegetarian protein combination, and digests really well, gives me energy to get through my work day afternoon.  The spice packet that comes with this product is quite nippy (for my Irish heritage taste bud setup) so I use 3/4 of it when I eat it just out of the cup, but works perfectly when I mix it with anything else.  It's a great product, and inexpensive, and easy to prepare, just add water to the paper cup it comes in and microwave.  I keep several cases (6 cups) in the pantry.",Positive
"The reviews sounded so promising that I really looked forward to enjoying this.  The package arrived, I tore it open and immediately brewed up a small pot.  Not much aroma, but still, what with that pretty package and all those colorful spices in the blend, it must be good, right?  I picked up the cup, looking forward to a pleasant cup of real chai and to the joy of a new discovery and WOW! It was FLAVORLESS - I mean below tea-bag quality, below sweepings - no flavor to speak of at all!  Thinking/hoping there must be something wrong, I opened the second can - just as flavorless.  I won't bother opening the third.  What a disappointment.<br /><br />My rating:  If I could, I'd give the package five stars - it really is special - but it was the tea I was buying and the batch I got is not drinkable.  I wish I knew how to return it.",Negative
"Great coffee if you grind and prepare it properly. I set my Kitchen Aid Burr grinder on the grind (7.5) one step down from espresso grind so it's very fine but not powdery. When I tried to grind it more coarse the coffee didn't taste good. Then I use my drip coffee maker with a cone (not basket) filter and make a full pot. I found if you make only half a pot the coffee doesn't devolop the same aroma. I use a heaping half cup of whole beans, grind them for a 12/8 cup coffee maker (average size coffee maker).<br />This coffee hits the spot 100 %, no complaints. No burned bean taste, no bitter taste, just a nice, smooth cup of coffee.",Positive
I wanted a natural product to help with hot flashes and night sweats. This makes an INCREDIBLE difference in my quality of life and sleep.  I had significant decrease in symptoms almost immediately.  I let it steep in my cup for about 5 minutes.  I had trouble with the taste so I add sugar and a little peppermint extract and it is a very pleasant drink.  I have a cup morning and evening and now am able to sleep much better. I also find I am not exhausted and dont have that anxious feeling. I would advise anyone to try this as it has helped me so much.,Positive
I buy these directly from the factory and they are the very best that I have ever tasted. I give them as gifts.,Positive
"I purchased these fresh curry leaves to make a South Indian Stew and it was a wonderful (and needed) addition. Once added to the tarka (tempering)along with a few other spices, these leaves immediately give off a strong yet aromatic citrus like aroma. Although most commonly used in curries, leaves from the curry tree can be used in many other dishes to add flavor. In Cambodia, Khmer toast the leaves in open flame or roasted it to a crunch and crushed it into a soured soup dish called Maju Krueng. These leaves are NOT related to curry powder and you should purchase these fresh not dried for the best flavor for your dishes. Although it is nit advised to store these in the refrigerator, I have found that if wrapped properly in several paper towels then placed in a ziploc bag, they do last for a few days and up to a week. Discard the leaves that are black.",Positive
"While perusing JIM'S APPLE FARM in southern MN, I came across this fine brand of licorice.  (Priced at only $3.99, it was quite the bargain).  If you enjoy red licorice, you won't go wrong with this product;  the individual pieces are 2"" long, with a 2"" circumference (I actually measured one), and solid (yet soft and chewy) all the way through.  I could eat a whole bag in one sitting, (oh wait, I just did - oops)!<br />Very satisfying...",Positive
"It's not a problem with the product, but I didn't pay attention to the dimensions when I bought it and it seems really big for a small kitchen.  Will probably be returning it.",Negative
"I LOVE Stash tea! My favorite is the fusion green and white tea though. I bought the box of tea cause it was a GREAT price for such a large quantity. I'm very happy with the purchase, and recommend trying Stash tea to anyone. I also LOVE doing business with Amazon cause they always have great low prices. I recommend Amazon.com to all as well.",Positive
This is my favorite flavor of water so far! I really like cinnamon and cardamom. This is a perfect blend of herbs and is organic with no calories or sugars. It's like a sweet treat but good for you!,Positive
"When you ""subscribe"" to one of the Starbucks products, you set a schedule for them to send you coffee at a discount, every month or whatever. The price is right, and you can hold off shipments if you overestimated, or invoke an immediate shipment if you're running low. The only complaint I have about this great deal is that you have to purchase 3 packages of the same type of coffee at once. This can get monotonous if you don't roar through coffee (at work, say). A good deal, it could be made better.",Positive
"7 of 12 cans were bent significantly.  I believe it is due to no barries between cans.  I love, love, love amazon subscribe and save, but I have found that canned items and sometimes boxed liquids do fare well.  I don't hesitate to order papers goods, electronices, clothes, etc. but I wouldn't order anything canned if it weren't for Amazon's excellent policy on credits for damaged goods.  Will try this product again and update if 12 cans show up not dented.",Negative
"Taste is not too bad - in other words, I have tasted worse - but it takes a lot in a recipe and the cost is extremely expensive, plus the manufacturers are very rude if you have a complaint.",Negative
"As many others have noted, these treats made our dog extremely ill. We could not figure out what was wrong at first. Eventually we realized the treats might be making him sick. We stopped feeding him happy hips and he almost immediately got better. We threw them out. Stay very far away from this product.",Negative
"I love this! It dosen't taste the same as beef sloppy joe, but it is really good. it isn't as sweet as the sloppy joe I'm used to ,but I like it better that way. My parents will actually eat it and they are hard core meat eaters.",Positive
My first concern was the condition the meat would arrive in. No problem. It came in a tightly wrapped container solidly frozen. The steaks were beautiful and delicious. Nicely marbled a good size. I would do this again. We also ordered the BBQ package at the same time. It was equally as good.,Positive
i bought these for my cousin and his wife for christmas and had them shipped across the country. they said they were good cookies! =),Positive
"Then you will love this. I actually like this better than some of the jar sauces out there. If you enjoy intense flavor then you can just add a second package. It's very creamy and once you start eating it it's hard to stop. My husband is not big on pasta, but when I made it with this sauce he couldn't get enough.",Positive
"I don't really understand why this coffee is so popular.  I like dark, extra bold roasts such as Black Tiger, Emeril's, and GM Double Black Diamond.  However, this coffee tastes to me much more like a medium roast, has a bitter aftertaste and is not very flavorful. If you like dark roasts, I don't think this will be one of your favorites.  However, it has a lot of positive reviews all over the place.  I ordered it twice from two different sites (Keurig and Amazon) to be really sure that I did not just receive a bad batch, but I will not be ordering it again.",Negative
"This is an excellent, cost-effective alternative to Red Bull.  The flavor is spot on--even though a purist may be able to notice the difference, I was very pleased with how close this comes to the real deal!<br /><br />For the price, two cans of the real stuff almost pays for 12 liters of this.  Also, with this syrup, you have the option to how strong or weak you'd like to make each serving.  I find that I can add less than the recommended amount and make this mix go even further.<br /><br />I think you would be hard-pressed to find a cheaper alternative that tastes so close to the original.",Positive
"I enjoy shopping at Costco and I can't seem to resist certain impulse items. This week I picked up a 33-ounce plastic bag of Lindsay Sliced California Ripe Olives. Now, what am I ever going to do with all these sliced olives? Well, they taste quite good so that will help. They can be used with a lot of other things or eaten as a snack. They'll keep for a long time in the fridge. I'll get good use of them, I'm sure.<br /><br />The olive slices come tightly sealed in a tough plastic bag. About 3/4 of the contents of the bag are the olive slices and the rest is a packing liquid just as you'd find in a jar. Be careful when you open the bag. You also might find a sealable container to put the contents in after you open the bag. Keeping them in the bag doesn't work too well. In any case, they're very good ripe olives and there's a lot of them. Enjoy!<br /><br />Gary Peterson",Positive
"This was just plain yucky!  I can't even describe the taste, but it taste nothing like a cookie.  Just imagine a piece of paper sprinkled with sugar and this is what it tastes like!  I was very disappointed as I was hoping that I found another great flavor.  I just don't understand how people can say that this is their favorite (they must not have tried the other flavors!)  Although I appreciate Artic Zero trying to add new flavors, this one shouldn't have passed the taste tests.  Please don't let this review stop them from adding new flavors, but if they need to discontinue a flavor to add a new one......then I vote to get rid of this!",Negative
"I I have a skunk that has taken up residence under my sidewalk. I tried replacing the soil and gravel that it was excavating. It just kept digging. I covered its entrance with bricks, it just pushed them aside.<br />Then I found this Cridder Ridder, which seems like just what i needed. I pourted it all around the perimeter of the side walk.<br />So the skunk is just working hard at coverpowering the spicey smell of the Critter Ridder with it's own scent...<br />The strongest skunk odor I have ever experienced!<br />This may work with deer, but apparently not skunks!",Negative
"I have severe diet restrictions.  All you who would like to be thin, I can recommend the IBS diet--as little fat as possible (I find I can take no more than 5 grams of fat in a meal), no dairy, no nuts, no chocolate, no caffeine, no decaf, limit wheat flour, no red meat, no heavy meals, no empty stomach, and on and on.  Deviate from the diet restrictions and you will lose weight. Eat carefully and you still lose weight.<br /><br />This allows very few options when you eat out or you're on the road.  Since I work a job which requires a fair amount of travel in a large rural area, finding a 'nutrition bar' or snack food I can eat was a challenge.<br /><br />Cliff bars are easy to find in most Walmarts, and cost just under a dollar each.  They're a little cheaper in case lots -- $5 for a box of 6.  I can only eat 2 kinds, and of course they're popular, so I seldom find them in boxes.  I searched online and was surprised to see Walmart.com offers an assortment of 3 boxes (18 bars) for $15.  They add $1.47 for shipping, but even so, that's a much better price than Amazon's offering here. If you like these, or have a lot of kids and family who do, you may want to check out that source.",Negative
"I bought this for my lab / boarder collie, but my Husky really likes it.  I fill it with cat food kibble.  Show them they can get out the treat - don't let them get frustrated right away.  So far none of my dogs have destroyed it - very rare to have a durable dog toy in my house.  Good toy for dogs that need a challenge.",Positive
"Yuk! Way overly tenderized, tiny pieces and 25% jerky dust. Can not recommend this jerky to anyone who still has their own teeth.",Negative
"Why is a new product from a ""sustainable"" company made of non-recyclable PET?  Are they clueless?  Had to dig to even find this out - no info on the packaging.  Try Trader Joes instead, they are fully biodegradeable.",Negative
"Claxton Dark Fruitcake has been a holiday tradition in our family since the mid 1950's. I ordered it directly from the company this year and when I served it at Thanksgiving, my guests and I thought I must have been fooled by a counterfeit website just claiming to sell Claxton fruitcakes.  It was at best 40% fruits and nuts and consisted of a gummy light colored ""cake"".  I emailed the company and expressed my disappointment.  After several emails back and forth and after today talking to one of the owners, they assured me that it was the original dark recipe.<br /><br />In reading the ingredients, I noticed that corn syrup, sugar and high fructose corn syrup were listed after flour which was the 4th ingredient.  At the very end were listed molasses, spices and 3 artificial food dyes.  High fructose corn syrup wasn't widely available until the mid 1970's to mid 1980's, so I'm not sure how it was one of the original ingredients.<br /><br />All of the people I talked to seemed to have the attitude that I was so stupid that I couldn't possibly be observing what I had correctly. Although they offered to send replacements if I returned it at my own expense, they told me that what I would receive would be identical to what I have.  One of the owners informed me that they had received zero complaints this year.<br /><br />I am grieving the loss of an almost 55 year tradition, but the other 4 cakes are now in the trash.",Negative
"Used in conjunction with <a href=""http://www.amazon.com/gp/product/B007RTR9E2"">CLEAR SCALP & HAIR BEAUTY Ultra Shea Smooth & Nourish Conditioner, 12.7 Fluid Ounce</a>, this shampoo is good stuff. One thing I like so much about it is the shea butter smell, which makes me think I'm vacationing somewhere exotic. But the more important positive point is that it leaves my hair feeling full and clean. It also apparently nourishes and moisturizes your scalp and helps it breathe. I use hair gel on a regular basis, and apprently this shampoo cleans thoroughly enough to remove product you put in your hair, which I like.<br /><br />The bottle is long and slender and has a convenient pop-up cap that's easy to open and close. I like how the cap end of the bottle is the flat portion that you place down; all the shampoo in the bottle builds toward that end, so you'll never have to hit the back of the bottle to squeeze shampoo out.",Positive
"I ordered 3 of the item. $168!!!  You think I'd be getting 3 packages of 5 tubes of 10 capsules total of 150 capsules, which by the price it would be close to buying them from Nesspresso... think again. In fact you will receive 3 tubes, each with 10 capsuls! 30 capsules FOR $168! or $6 a cup of coffee. Sweet.<br />i might have Joker in my name, but this is no joke.",Negative
"Do not order these online.  They are shipped in the flimsy box that the grocery stores use.  No additional packaging is used to protect the inside.  My box was crushed on three corners, adding to the already crushed chips.  I wound up feeding them to the birds.",Negative
"Two stars is generous for this item's DESCRIPTION. I (and apparently MANY others) cannot find the details of what exactly one is purchasing here. The title is pretty clear ""1 piece"" which obviously is a misrepresentation, since no one in his right mind would want a 4 lb single cow ear (imagine what the size of the manure pie from THAT cow would look like!!!). I know Merrick is a reputable company, so I don't understand why Amazon has not demanded a detailed description of what is being purchased from them. According to some of the reviewers, they really did get just a single ear in a big box, and that's just ludicrous. Can we get this straightened out once and for all?",Negative
"My cats looked at it and then gave me the biggest look of disappointment. They had more interest in applesauce than this. Literally. It did come in a really cute tin, though...",Negative
"These crackers, which were shipped to me in November, had expired the prior September. When I made this discovery, I was not a happy camper/customer. I was accustomed to receiving only fresh grocery products from Amazon. Because of this exception, which I do not consider typical of Amazon, I have to rate my personal experience with these crackers at one single star.",Negative
"I purchased this, thinking it to be a good product.<br /><br />However, within 3 days, my dog was itching and pulling her hair out.<br /><br />Took her off the food and her hair is coming back.<br /><br />Went to another brand immediately.",Negative
"A big fan of kettle-cooked chips since I was a kid, I tend to go around buying any and all brands and flavors I can find.  As a result, Buffalo Bleu was on my list.<br /><br />I was in for a real surprise when I got my hands on this flavor.  It has a great taste -- not too sweet, not too salty -- and a nice crunch.  There's not really anything else to say; if you like good chips, give these a try.",Positive
"I am by no means a 'morning person' but the smell and flavors of these coffees makes mornings a bliss.  The smell, as soon as you open the package you want to just dive your nose into it.  The flavor is just superb, no bitterness and before I know it my cup is empty and I need more!  Even the look of those dark ground makes my heart twitter.  I have tried many coffees over the years and this is my FAVORITE brand by far.  It's hard to want to drink any other brand.",Positive
"I can't stress enough how great this dog food is. My lab LOVES it! And his coat, eyes, and overall good health proves what a great quality food Holistic Select is. Ordering it from Amazon makes it so easy! It's delivered right to my door (No more heavy lifting) and the price is cheaper than most pet stores.",Positive
"I've only bought one roll of these at the store. The first taste is OK, but there is a really weird aftertaste that I can only describe as tasting ""moldy""? Bought the wintergreen version as well and they definitely do NOT have the odd aftertaste.",Negative
"These cookies are not sweet at all, which is ok, but they also have NO flavor at all. They name is vanilla creme cookies- where is vanilla?? The texture is kind of strange too-cookie is crumbly, but around the creme it is crunchy. overall - will not be buying this product ever again.",Negative
"I am trying a low carb, sugar free diet.  I can handle most of it, but living without chocolate really kills me.  I have been searching for a lowcarb, sugarfree chocolate but they all seem to taste like rubber.  That is, until I found this WONDERFUL product.  I didn't buy it for the Hoodia, to be honest...I just wanted chocolate treats without the carbs and the sugar.  I was truly impressed with the flavor (almost too good to be true)but my greatest joy came when I read I HAD TO EAT THREE OF THEM A DAY!!!!  And guess what?  It has cut down my cravings and my overall apetite.  I bought another 4 jars and planning to always have them home!!!!!",Positive
"These have no bite at all...Nothing. They should scratch off the ""Wasabi"" from the label... on the verge of false advertisibg...""Bold""...My behind...the only reason for 2 stars is that they are at least Almonds....",Negative
"I use this in and on meats, fish, poultry, vegies, all purpose dip et al. It's cheap and very very special. I gave big bottles to family/friends at Xmas years ago and they are all  hooked. You won't be sorry you brought this sauce into your kitchen.",Positive
"I like the green tea , it's real smooth and soothing . The only thing I was say I was surprised by was the packaging the tea bags look different from the pictures , other then that I highly recommend this tea",Positive
"Honestly, with the hype on this product right now I expected a lot.<br /><br />I'm a chocolate fan and this cereal looks great in the commercial and on the box. They did a great job advertising it because I bought it, but I won't again unless I decide to try the original version. The cereal has an awful texture and loses a lot of flavor in milk. It seems to be instantly soft and soggy.<br /><br />I was prepared to give it one star and then I saw some reviews that suggested to try it dry. I did and it has a good taste and texture dry which earned it another star.<br /><br />Honestly I can't see why this made it to stores. There should have been improvements made before this was released, could have been great and ended up below average.",Negative
"My wife says that she can taste a mild sweetness from the blue corn -- I cannot.  Honestly they taste like regular corn chips to me.  The difference is that without a thick coating of salt attached, like essentially ever other chip on the market, I _can_ taste what's on top of my chips.<br /><br />Me, I like 'em with nacho cheese.  It's amazing to not have my lips searing from the salt as I eat hot dipping dressings.<br /><br />I wish I didn't have to buy a case at a time to get the good price, but the bags are fairly small, so you'll go through them fast at a party.",Positive
I really like this product. I will reorder this product whenver I run out. What else do you want me to say?,Positive
